TIME              V(N27236)         I(R_RK2)              Pn 

0.014001          99.76904068          12.16704934          1213.89484
0.014002          99.64106633          31.87155026          3175.71525
0.014003          99.51249177          51.36452395          5111.41177
0.014004          99.38332748          70.6564899          7022.07707
0.014005          99.25368886          89.71784389          8904.82696
0.014006          99.12359035          108.547909          10759.65847
0.014007          98.9930222          127.1506831          12587.03039
0.014008          98.86192352          145.536181          14387.9868
0.014009          98.73045801          163.6847933          16160.67461
0.01401          98.59868424          181.6149014          17906.99032
0.014011          98.46646226          199.2767262          19622.07424
0.014012          98.33393373          216.7142309          21310.36282
0.014013          98.20103917          233.9326072          22972.42512
0.014014          98.06792545          250.9071816          24605.94678
0.014015          97.93460026          267.6386224          26211.0815
0.014016          97.80106307          284.1306414          27788.27878
0.014017          97.66725641          300.3927561          29338.53633
0.014018          97.53334006          316.4071748          30860.24858
0.014019          97.39933526          332.1747616          32353.60097
0.01402          97.26524037          347.7203127          33821.0998
0.014021          97.130983          362.9905367          35257.62765
0.014022          96.99676422          378.0200601          36666.72264
0.014023          96.86254967          392.810457          38048.6224
0.014024          96.72835646          407.3549701          39402.77675
0.014025          96.59412233          421.6623689          40730.10644
0.014026          96.46001829          435.7173734          42029.30581
0.014027          96.32605391          449.5211133          43300.59499
0.014028          96.19221764          463.0772093          44544.4237
0.014029          96.05845821          476.3940168          45761.67475
0.01403          95.92491738          489.4788648          46953.21967
0.014031          95.79170661          502.2663303          48112.94895
0.014032          95.6585935          514.8310277          49248.012
0.014033          95.52580031          527.1487962          50356.31064
0.014034          95.39334014          539.2145397          51437.47599
0.014035          95.261201          551.0317882          52491.94993
0.014036          95.12940579          562.6006454          53519.86509
0.014037          94.99790244          573.9286064          54522.01376
0.014038          94.86684794          585.0041056          55497.49553
0.014039          94.73625032          595.8286864          56446.57558
0.01404          94.60606087          606.4270464          57371.67406
0.014041          94.47633878          616.7434591          58267.66398
0.014042          94.34716409          626.8199828          59138.68777
0.014043          94.2185046          636.6569055          59984.86158
0.014044          94.09030386          646.2543203          60806.26537
0.014045          93.9627164          655.6027958          61602.21957
0.014046          93.83575797          664.7040833          62373.01148
0.014047          93.7094073          673.5614695          63119.04609
0.014048          93.58368804          682.1756071          63840.5092
0.014049          93.45853862          690.5527464          64538.05052
0.01405          93.33404981          698.7055044          65213.01435
0.014051          93.21044635          706.572659          65859.95292
0.014052          93.08740263          714.2201145          66484.89536
0.014053          92.9651231          721.6321349          67086.62025
0.014054          92.84363664          728.804006          67664.81431
0.014055          92.72292571          735.7388207          68219.85601
0.014056          92.6029306          742.4419609          68752.30138
0.014057          92.48379219          748.9075591          69261.81107
0.014058          92.36551386          755.137525          69748.66553
0.014059          92.24808807          761.1348757          70213.23705
0.01406          92.13139232          766.9231211          70657.69495
0.014061          92.01576889          772.4411139          71076.76302
0.014062          91.90100622          777.741464          71475.22312
0.014063          91.78714474          782.8207974          71852.88584
0.014064          91.67414018          787.6770399          72209.61537
0.014065          91.56212478          792.3065147          72545.26796
0.014066          91.45110477          796.7112734          72860.12614
0.014067          91.34106389          800.8941232          73154.52128
0.014068          91.23194118          804.8591285          73428.86067
0.014069          91.12386191          808.6035776          73683.08075
0.01407          91.01675012          812.147987          73919.07039
0.014071          90.91077033          815.4428872          74132.54104
0.014072          90.80584883          818.5327402          74327.56027
0.014073          90.70195848          821.4163226          74504.06919
0.014074          90.59914182          824.0891239          74661.76741
0.014075          90.4973419          826.5543988          74800.97603
0.014076          90.39666898          828.811245          74921.77576
0.014077          90.29713622          830.8618068          75024.44175
0.014078          90.19871376          832.7085482          75109.23998
0.014079          90.10141838          834.3532561          75176.4118
0.01408          90.00511842          835.8153445          75227.65906
0.014081          89.91018506          837.0456939          75258.93324
0.014082          89.81635787          838.0895832          75274.15393
0.014083          89.72360242          838.9453607          75273.2
0.014084          89.63205759          839.6080661          75255.79853
0.014085          89.54172054          840.0799119          75222.2007
0.014086          89.45257083          840.3630484          75172.63511
0.014087          89.36456429          840.4595633          75107.30268
0.014088          89.27779637          840.3712502          75026.49335
0.014089          89.19225779          840.1002808          74930.44081
0.01409          89.10783415          839.6638918          74820.63081
0.014091          89.02478268          839.0189797          74693.48233
0.014092          88.94295014          838.2070198          74552.60517
0.014093          88.86232214          837.2260941          74397.85488
0.014094          88.78292951          836.0729608          74229.00674
0.014095          88.70473222          834.7488772          74046.17562
0.014096          88.62781568          833.2571442          73849.76059
0.014097          88.55217683          831.6000181          73639.99185
0.014098          88.47779622          829.7793046          73417.04422
0.014099          88.40462644          827.7958147          73180.97977
0.0141          88.33263859          825.6669039          72933.33622
0.014101          88.26217498          823.3563887          72671.22565
0.014102          88.1928447          820.896564          72397.20318
0.014103          88.1247796          818.2898181          72111.60987
0.014104          88.05800725          815.5334037          71814.24638
0.014105          87.99251374          812.6288611          71505.25623
0.014106          87.92825439          809.5764724          71184.64601
0.014107          87.86529885          806.3815069          70852.95209
0.014108          87.80364227          803.0460496          70510.36807
0.014109          87.74326681          799.5715783          70157.02233
0.01411          87.68405598          795.9716159          69794.01973
0.014111          87.62631016          792.2126419          69418.67067
0.014112          87.56980768          788.330392          69033.94082
0.014113          87.51455027          784.3225182          68639.63245
0.014114          87.46053905          780.184317          68235.34092
0.014115          87.40782477          775.9222839          67821.67903
0.014116          87.35639895          771.5384233          67398.81831
0.014117          87.30625197          767.033826          66966.84848
0.014118          87.25734383          762.4078398          66525.68302
0.014119          87.20972614          757.6674407          66075.97001
0.01412          87.16327816          752.8238454          65618.59424
0.014121          87.11827721          747.8474434          65151.18088
0.014122          87.07450054          742.7702341          64676.34715
0.014123          87.03195039          737.5899269          64193.88993
0.014124          86.99065847          732.3050681          63703.70007
0.014125          86.95061413          726.9180242          63205.96863
0.014126          86.91179308          721.4274252          62700.5511
0.014127          86.87422743          715.8411795          62188.14943
0.014128          86.83791323          710.1611358          61668.91109
0.014129          86.80283668          704.388076          61142.88312
0.01413          86.76886832          698.5288963          60610.56182
0.014131          86.7363415          692.5685044          60070.85831
0.014132          86.70497132          686.5269446          59525.29904
0.014133          86.6747638          680.400552          58973.55713
0.014134          86.64577568          674.1947421          58416.12639
0.014135          86.61799541          667.9112325          57853.13207
0.014136          86.59141238          661.5505871          57284.5997
0.014137          86.56602125          655.1150381          56710.70231
0.014138          86.54179886          648.6025682          56131.233
0.014139          86.51875776          642.0220125          55546.94698
0.01414          86.49679779          635.3804978          54958.37844
0.014141          86.47618189          628.65807          54363.94961
0.014142          86.45667209          621.8788649          53765.5771
0.014143          86.43827441          615.0405251          53163.04168
0.014144          86.42102059          608.1427351          52556.31583
0.014145          86.40488967          601.1831268          51945.16174
0.014146          86.38988895          594.1709878          51330.36565
0.014147          86.37600828          587.1078319          50712.03095
0.014148          86.36323563          579.9938274          50090.14358
0.014149          86.35155597          572.8264729          49464.45724
0.01415          86.34088612          565.6187038          48836.02009
0.014151          86.33147894          558.3635505          48204.3511
0.014152          86.32308503          551.0655343          47569.67697
0.014153          86.31572461          543.7242485          46931.9525
0.014154          86.30942167          536.3473818          46291.83234
0.014155          86.30416542          528.9363375          45649.40917
0.014156          86.29994856          521.4910747          45004.65292
0.014157          86.29675624          514.0087472          44357.28756
0.014158          86.29458246          506.4990174          43708.12122
0.014159          86.29341837          498.963168          43057.23741
0.01416          86.293167          491.4029504          42404.71686
0.014161          86.29406749          483.8099419          41749.92778
0.014162          86.29589674          476.1999838          41094.10463
0.014163          86.29866463          468.5709222          40437.04487
0.014164          86.30239293          460.9183551          39778.35699
0.014165          86.3070685          453.2520034          39118.85171
0.014166          86.31267786          445.5730475          38458.60291
0.014167          86.31921222          437.881189          37797.55928
0.014168          86.32666396          430.1782787          37135.85571
