TIME              V(N27236)         I(R_RK2)              Pn 

0.014001          99.76902537          12.16751296          1213.94091
0.014002          99.64102281          31.88600155          3177.15381
0.014003          99.51245018          51.38569655          5113.51657
0.014004          99.38335322          70.66816687          7023.23939
0.014005          99.25372724          89.72768988          8905.80766
0.014006          99.1234889          108.5779344          10762.62368
0.014007          98.99286471          127.1885239          12590.75634
0.014008          98.8618028          145.5691228          14391.22591
0.014009          98.73031769          163.7204169          16164.16877
0.01401          98.59837906          181.6585792          17911.24145
0.014011          98.4660808          199.3307978          19627.32244
0.014012          98.33347599          216.7799236          21316.72341
0.014013          98.20048908          234.0112337          22980.0176
0.014014          98.06727084          251.0001276          24614.89749
0.014015          97.93383886          267.7473194          26221.52283
0.014016          97.80017887          284.2565809          27800.34446
0.014017          97.66623177          300.5374713          29352.36233
0.014018          97.53217046          316.5722492          30875.97857
0.014019          97.39800472          332.3618278          32371.37887
0.01402          97.26373359          347.9308964          33841.05802
0.014021          97.12929019          363.2266723          35279.94886
0.014022          96.99487289          378.283416          36691.55185
0.014023          96.86044171          393.1027977          38076.11062
0.014024          96.72601129          407.6781683          39433.08311
0.014025          96.59152757          422.0183376          40763.39589
0.014026          96.45715573          436.1080358          42065.74072
0.014027          96.32291142          449.948455          43340.34517
0.014028          96.18878226          463.5432862          44587.66422
0.014029          96.05470914          476.9009301          45808.58013
0.01403          95.92083175          490.0285136          47003.94261
0.014031          95.78726832          502.8611986          48167.70056
0.014032          95.65377929          515.4732688          49306.96628
0.014033          95.52059393          527.8405421          50419.64208
0.014034          95.38772644          539.9580679          51505.37247
0.014035          95.25515407          551.8294169          52564.59613
0.014036          95.12291112          563.4547355          53597.45473
0.014037          94.9909361          574.8415333          54604.73536
0.014038          94.85937956          585.9782529          55585.53351
0.014039          94.72826555          596.8665205          56540.13025
0.01404          94.59753135          607.5308184          57470.91564
0.014041          94.46724832          617.9161477          58372.83817
0.014042          94.3374855          628.0639514          59249.97391
0.014043          94.2082097          637.9746536          60102.44995
0.014044          94.07937242          647.6485214          60930.36644
0.014045          93.9511227          657.076004          61733.02828
0.014046          93.82347168          666.2589248          62510.72536
0.014047          93.69640327          675.2006286          63263.87039
0.014048          93.56993804          683.9018534          63992.65405
0.014049          93.44402233          692.3688171          64697.72721
0.01405          93.31873752          700.6139018          65380.4048
0.014051          93.19431058          708.5765808          66035.30594
0.014052          93.07040585          716.3223127          66668.40836
0.014053          92.94724586          723.8352588          67278.49376
0.014054          92.82484791          731.1108586          67865.25425
0.014055          92.70319803          738.1523118          68429.07994
0.014056          92.58222978          744.9650055          68970.52132
0.014057          92.46208578          751.5429677          69489.23035
0.014058          92.34277696          757.8881768          69985.49887
0.014059          92.22428715          764.0036988          70459.6965
0.01406          92.10650137          769.9128724          70913.98104
0.014061          91.98974512          775.5551326          71343.11897
0.014062          91.87382222          780.9825511          71751.85206
0.014063          91.75876704          786.1917717          72139.98763
0.014064          91.64453517          791.1810024          72507.4152
0.014065          91.53125707          795.9463832          72853.97301
0.014066          91.4189419          800.4899815          73179.94711
0.014067          91.30757002          804.8146601          73485.67093
0.014068          91.19708263          808.9245358          73771.55773
0.014069          91.08760865          812.8168175          74037.54018
0.01407          90.97906096          816.5118124          74285.47795
0.014071          90.87160915          819.9607801          74511.15553
0.014072          90.76517632          823.2074933          74718.57328
0.014073          90.65974443          826.2508459          74907.69052
0.014074          90.55534736          829.0863638          75078.20367
0.014075          90.45193087          831.717435          75230.44793
0.014076          90.34961146          834.1430075          75364.49663
0.014077          90.2483808          836.3652384          75480.60852
0.014078          90.14823147          838.3865953          75579.06885
0.014079          90.04917262          840.2088899          75660.11536
0.01408          89.95106818          841.8513351          75725.42684
0.014081          89.85428587          843.2653849          75771.00896
0.014082          89.75857132          844.4957758          75800.73432
0.014083          89.66389934          845.5409553          75814.4991
0.014084          89.57039444          846.3959045          75812.01502
0.014085          89.47805517          847.0628267          75793.53434
0.014086          89.38686508          847.5439494          75759.29665
0.014087          89.2967787          847.8413822          75709.50428
0.014088          89.2078882          847.9567453          75644.43053
0.014089          89.12019254          847.8922202          75564.31792
0.01409          89.03357003          847.6648597          75470.62865
0.014091          88.94827381          847.2323231          75359.85266
0.014092          88.86415608          846.6352453          75235.52658
0.014093          88.78120549          845.8718268          75097.52047
0.014094          88.69944681          844.9389461          74945.61711
0.014095          88.61884681          843.8378781          74779.93965
0.014096          88.5394819          842.5718128          74600.87177
0.014097          88.46135265          841.1428848          74408.63736
0.014098          88.38443819          839.5529558          74203.41633
0.014099          88.30869778          837.8030265          73985.29427
0.0141          88.23410061          835.9099331          73755.76114
0.014101          88.16097496          833.8380161          73511.97246
0.014102          88.08894353          831.619408          73256.47507
0.014103          88.01814318          829.256141          72989.58575
0.014104          87.94859288          826.7455784          72711.11029
0.014105          87.88027031          824.0893277          72421.19288
0.014106          87.81314266          821.2877069          72119.85457
0.014107          87.74727868          818.3457605          71807.6135
0.014108          87.68267405          815.2655885          71484.66686
0.014109          87.61930707          812.0485927          71151.135
0.01411          87.55706574          808.7081915          70808.11629
0.014111          87.49623565          805.2114678          70452.97233
0.014112          87.43661423          801.5933421          70088.60782
0.014113          87.3781975          797.8516086          69714.83543
0.014114          87.3209791          793.9818155          69331.26952
0.014115          87.26501838          789.9900811          68938.49895
0.014116          87.21030891          785.878439          68536.70143
0.014117          87.15682946          781.6480305          68125.96409
0.014118          87.10454927          777.2982804          67706.21636
0.014119          87.05351959          772.8358889          67278.08419
0.01412          87.00362146          768.2719188          66842.4392
0.014121          86.95512123          763.5773211          66396.95852
0.014122          86.90780893          758.7834625          65944.20818
0.014123          86.86167991          753.8880723          65483.98442
0.014124          86.81676339          748.8897595          65016.18506
0.014125          86.77305402          743.7908233          64541.00129
0.014126          86.73052738          738.590089          64058.30794
0.014127          86.68922471          733.295102          63568.78388
0.014128          86.64912801          727.9077002          63072.56749
0.014129          86.61022625          722.4286611          62569.70979
0.01413          86.57239625          716.8648263          62060.7058
0.014131          86.53595699          711.2012726          61544.48274
0.014132          86.50063985          705.457672          61022.54002
0.014133          86.46644434          699.6305966          60494.57004
0.014134          86.43343155          693.7251281          59961.04337
0.014135          86.40158961          687.7429743          59422.08622
0.014136          86.37090143          681.6846974          58877.72181
0.014137          86.34137008          675.5525358          58328.1315
0.014138          86.31296355          669.3446461          57773.12004
0.014139          86.28570476          663.0694062          57213.41102
0.01414          86.25948972          656.7339214          56649.53294
0.014141          86.23457223          650.3185977          56079.94609
0.014142          86.21072834          643.8470138          55506.52
0.014143          86.18796388          637.3169313          54929.04865
0.014144          86.16629982          630.7280694          54347.50393
0.014145          86.14572066          624.0781342          53761.66062
0.014146          86.12624284          617.3760415          53172.27887
0.014147          86.10784513          610.6233334          52579.45943
0.014148          86.09052035          603.8201793          51983.19343
0.014149          86.07424975          596.9642443          51383.24946
0.01415          86.05895576          590.0680734          50780.64222
