TIME              V(N27236)         I(R_RK2)              Pn 

0.014001          99.91836717          12.18835643          1217.84067
0.014002          99.83676755          31.93112489          3187.90029
0.014003          99.75507623          51.48854127          5136.24336
0.014004          99.67344313          70.8264585          7059.51698
0.014005          99.58615451          89.94767259          8957.54282
0.014006          99.46549169          108.8491513          10826.73435
0.014007          99.33906012          127.540397          12669.74317
0.014008          99.2122534          145.9916584          14484.16141
0.014009          99.08504492          164.2117451          16270.92814
0.01401          98.957422          182.2141182          18031.43939
0.014011          98.82938709          199.9564384          19761.57225
0.014012          98.70103513          217.4762147          21465.12751
0.014013          98.5722942          234.7787866          23142.68362
0.014014          98.44331273          251.8395004          24791.9147
0.014015          98.31410337          268.659093          26412.97784
0.014016          98.18465608          285.2413441          28006.32327
0.014017          98.05491146          301.595873          29572.95662
0.014018          97.92503579          317.7048725          31111.26101
0.014019          97.79504462          333.5692623          32621.42089
0.01402          97.66494007          349.2136632          34105.93149
0.014021          97.53463798          364.5855455          35559.71919
0.014022          97.40434805          379.7189547          36986.27722
0.014023          97.2740327          394.6155669          38385.84756
0.014024          97.14370287          409.2687904          39757.88577
0.014025          97.01330714          423.687483          41103.32392
0.014026          96.88300116          437.8562858          42420.83105
0.014027          96.75280403          451.7764405          43710.63741
0.014028          96.62270147          465.4516141          44973.19236
0.014029          96.49264535          478.8902542          46209.38746
0.01403          96.3627655          492.0994128          47420.06032
0.014031          96.23317942          505.0143172          48599.1334
0.014032          96.10365176          517.7092961          49753.75391
0.014033          95.97441324          530.1601024          50881.80475
0.014034          95.8454625          542.3617328          51982.91112
0.014035          95.71679543          554.3177782          53057.52138
0.014036          95.58844178          566.0284459          54105.77715
0.014037          95.4603357          577.5012774          55128.46581
0.014038          95.33263445          588.7246946          56124.6761
0.014039          95.20534567          599.700197          57094.66455
0.01404          95.07843014          610.4523339          58040.84958
0.014041          94.95193734          620.9262553          58958.15089
0.014042          94.82594795          631.1632772          59850.65607
0.014043          94.7004295          641.1637587          60718.48333
0.014044          94.5753314          650.9280566          61561.73667
0.014045          94.45079657          660.4466318          62379.71047
0.014046          94.32684187          669.7212236          63172.68796
0.014047          94.20345452          678.755233          63941.08772
0.014048          94.08065511          687.5493917          64685.09719
0.014049          93.95838165          696.1099605          65405.36534
0.01405          93.83672806          704.4492401          66103.21178
0.014051          93.71590197          712.5066965          66773.20772
0.014052          93.59558518          720.3478996          67421.3832
0.014053          93.47599283          727.9569432          68046.498
0.014054          93.35714093          735.3292177          68648.23341
0.014055          93.23901957          742.4679375          69226.98255
0.014056          93.12156687          749.3785716          69783.30677
0.014057          93.00491651          756.0550484          70316.83665
0.014058          92.8890828          762.4993547          70827.86569
0.014059          92.77404218          768.714584          71316.75924
0.01406          92.65969366          774.7240645          71785.69449
0.014061          92.5463559          780.4673024          72229.40474
0.014062          92.43383036          785.9962523          72652.64425
0.014063          92.32215344          791.3075783          73055.21966
0.014064          92.21128447          796.3995304          73437.02365
0.014065          92.10135275          801.268144          73797.87998
0.014066          91.99236244          805.9155807          74138.0782
0.014067          91.88429788          810.3446835          74457.95228
0.014068          91.77710469          814.5596009          74757.92177
0.014069          91.67089775          818.5574348          75037.89491
0.01407          91.56560488          822.358397          75299.74405
0.014071          91.46138714          825.9141592          75539.25466
